济宁,0.00,山东,晴,33,1.0,三线城市,2026-07-22
海口,0.00,海南,小雨,35,1.0,三线城市,2026-07-22
淄博,0.00,山东,多云,34,1.0,三线城市,2026-07-22
淮安,0.00,江苏,中雨,28,1.0,三线城市,2026-07-22
清远,0.00,广东,雷阵雨,31,1.0,三线城市,2026-07-22
渭南,0.00,陕西,多云,35,1.0,三线城市,2026-07-22
湖州,0.00,浙江,中雨,33,1.0,三线城市,2026-07-22
湛江,0.00,广东,中雨,33,1.0,三线城市,2026-07-22
滁州,0.00,安徽,中雨,28,1.0,三线城市,2026-07-22
潮州,0.00,广东,晴,33,1.0,三线城市,2026-07-22
琼海,0.00,海南,多云,35,1.0,三线城市,2026-07-22
盐城,0.00,江苏,大雨,30,1.0,三线城市,2026-07-22
绵阳,0.00,四川,晴,37,1.0,三线城市,2026-07-22
聊城,0.00,山东,小雨,33,1.0,三线城市,2026-07-22
肇庆,0.00,广东,中雨,30,1.0,三线城市,2026-07-22
芜湖,0.00,安徽,小雨,31,1.0,三线城市,2026-07-22
荆州,0.00,湖北,阴,32,0.7778,三线城市,2026-07-22
莆田,0.00,福建,晴,34,1.0,三线城市,2026-07-22
菏泽,0.00,山东,晴,34,1.0,三线城市,2026-07-22
蚌埠,0.00,安徽,中雨,27,1.0,三线城市,2026-07-22
衡阳,0.00,湖南,中雨,33,1.0,三线城市,2026-07-22
赣州,0.00,江西,多云,35,1.0,三线城市,2026-07-22
运城,0.00,山西,小雨,34,1.0,三线城市,2026-07-22
连云港,0.00,江苏,阴,28,1.0,三线城市,2026-07-22
遵义,0.00,贵州,多云,33,1.0,三线城市,2026-07-22
邢台,0.00,河北,雷阵雨,29,1.0,三线城市,2026-07-22
邯郸,0.00,河北,中雨,33,1.0,三线城市,2026-07-22
银川,0.00,宁夏,晴,35,1.0,三线城市,2026-07-22
镇江,0.00,江苏,中雨,31,1.0,三线城市,2026-07-22
阜阳,0.00,安徽,小雨,30,1.0,三线城市,2026-07-22
马鞍山,0.00,安徽,小雨,29,1.0,三线城市,2026-07-22
驻马店,0.00,河南,多云,36,1.0,三线城市,2026-07-22
三明,0.00,福建,多云,36,1.0,四线城市,2026-07-22
东营,0.00,山东,晴,34,1.0,四线城市,2026-07-22
临汾,0.00,山西,小雨,33,1.0,四线城市,2026-07-22
丹东,0.00,辽宁,多云,30,1.0,四线城市,2026-07-22
丽水,0.00,浙江,多云,35,1.0,四线城市,2026-07-22
乐山,0.00,四川,晴,40,1.0,四线城市,2026-07-22
云浮,0.00,广东,中雨,30,1.0,四线城市,2026-07-22
亳州,0.00,安徽,晴,32,1.0,四线城市,2026-07-22
六盘水,0.00,贵州,多云,29,1.0,四线城市,2026-07-22
内江,0.00,四川,晴,40,0.9,四线城市,2026-07-22
十堰,0.00,湖北,晴,38,1.0,四线城市,2026-07-22
南平,0.00,福建,多云,34,1.0,四线城市,2026-07-22
吉安,0.00,江西,多云,34,1.0,四线城市,2026-07-22
吉林,0.00,吉林,阴,31,1.0,四线城市,2026-07-22
咸宁,0.00,湖北,中雨,29,1.0,四线城市,2026-07-22
大同,0.00,山西,小雨,28,1.0,四线城市,2026-07-22
大庆,0.00,黑龙江,小雨,32,1.0,四线城市,2026-07-22
大理白族自治州,0.00,云南,小雨,26,1.0,四线城市,2026-07-22
娄底,1.00,湖南,中雨,30,0.5,四线城市,2026-07-22
孝感,0.00,湖北,中雨,30,1.0,四线城市,2026-07-22
宜宾,0.00,四川,晴,41,1.0,四线城市,2026-07-22
宝鸡,0.00,陕西,小雨,38,1.0,四线城市,2026-07-22
宣城,0.00,安徽,小雨,33,1.0,四线城市,2026-07-22
常德,0.00,湖南,小雨,30,1.0,四线城市,2026-07-22
平顶山,0.00,河南,晴,34,1.0,四线城市,2026-07-22
张家口,0.00,河北,雷阵雨,28,1.0,四线城市,2026-07-22
德阳,0.00,四川,晴,38,1.0,四线城市,2026-07-22
怀化,0.00,湖南,雷阵雨,33,1.0,四线城市,2026-07-22
承德,0.00,河北,雷阵雨,28,1.0,四线城市,2026-07-22
抚州,0.00,江西,多云,35,1.0,四线城市,2026-07-22
文昌,0.00,海南,多云,33,1.0,四线城市,2026-07-22
新余,0.00,江西,阵雨,33,1.0,四线城市,2026-07-22
日照,0.00,山东,多云,28,1.0,四线城市,2026-07-22
昭通,0.00,云南,多云,31,1.0,四线城市,2026-07-22
晋中,0.00,山西,小雨,27,1.0,四线城市,2026-07-22
景德镇,0.00,江西,多云,35,1.0,四线城市,2026-07-22
曲靖,0.00,云南,多云,30,1.0,四线城市,2026-07-22
梅州,0.00,广东,多云,35,1.0,四线城市,2026-07-22
梧州,0.00,广西,中雨,31,1.0,四线城市,2026-07-22
榆林,0.00,陕西,小雨,30,0.75,四线城市,2026-07-22
武威,0.00,甘肃,晴,36,1.0,四线城市,2026-07-22
毕节,0.00,贵州,多云,30,0.6667,四线城市,2026-07-22
永州,0.00,湖南,小雨,31,1.0,四线城市,2026-07-22
汉中,0.00,陕西,晴,38,1.0,四线城市,2026-07-22
汕尾,0.00,广东,晴,31,1.0,四线城市,2026-07-22
河源,0.00,广东,雷阵雨,35,1.0,四线城市,2026-07-22
泸州,0.00,四川,晴,40,1.0,四线城市,2026-07-22
淮北,0.00,安徽,小雨,29,1.0,四线城市,2026-07-22
淮南,0.00,安徽,中雨,27,1.0,四线城市,2026-07-22
湘潭,0.00,湖南,小雨,32,1.0,四线城市,2026-07-22
滨州,0.00,山东,小雨,35,1.0,四线城市,2026-07-22
濮阳,0.00,河南,多云,33,1.0,四线城市,2026-07-22
焦作,0.00,河南,小雨,33,1.0,四线城市,2026-07-22
玉林,0.00,广西,阵雨,30,1.0,四线城市,2026-07-22
白银,0.00,甘肃,晴,33,1.0,四线城市,2026-07-22
百色,0.00,广西,阵雨,34,1.0,四线城市,2026-07-22
益阳,0.80,湖南,小雨,33,1.0,四线城市,2026-07-22
盘锦,0.00,辽宁,多云,29,1.0,四线城市,2026-07-22
眉山,0.00,四川,晴,39,0.875,四线城市,2026-07-22
秦皇岛,0.50,河北,雷阵雨,28,1.0,四线城市,2026-07-22
红河哈尼族彝族自治州,0.00,云南,小雨,30,1.0,四线城市,2026-07-22
自贡,0.00,四川,晴,39,1.0,四线城市,2026-07-22
舟山,0.00,浙江,小雨,34,1.0,四线城市,2026-07-22
茂名,0.00,广东,雷阵雨,31,1.0,四线城市,2026-07-22
营口,0.00,辽宁,多云,30,1.0,四线城市,2026-07-22
衡水,0.00,河北,中雨,31,1.0,四线城市,2026-07-22
衢州,0.00,浙江,多云,35,1.0,四线城市,2026-07-22
西宁,0.00,青海,晴,27,0.975,四线城市,2026-07-22
许昌,0.00,河南,多云,35,1.0,四线城市,2026-07-22
赤峰,0.00,内蒙古,阵雨,31,1.0,四线城市,2026-07-22
达州,0.00,四川,晴,38,1.0,四线城市,2026-07-22
邵阳,0.00,湖南,大雨,29,1.0,四线城市,2026-07-22
郴州,0.00,湖南,多云,34,1.0,四线城市,2026-07-22
鄂州,0.00,湖北,中雨,29,1.0,四线城市,2026-07-22
铜陵,0.00,安徽,阵雨,30,1.0,四线城市,2026-07-22
锦州,0.00,辽宁,晴,32,1.0,四线城市,2026-07-22
长治,0.00,山西,小雨,27,1.0,四线城市,2026-07-22
鞍山,0.00,辽宁,多云,33,1.0,四线城市,2026-07-22
韶关,0.00,广东,雷阵雨,33,1.0,四线城市,2026-07-22
黄冈,0.00,湖北,中雨,30,1.0,四线城市,2026-07-22
黄山,0.00,安徽,小雨,33,1.0,四线城市,2026-07-22
黄石,0.00,湖北,中雨,30,1.0,四线城市,2026-07-22
黔东南苗族侗族自治州,0.00,贵州,晴,32,1.0,四线城市,2026-07-22
黔南布依族苗族自治州,0.00,贵州,晴,31,1.0,四线城市,2026-07-22
龙岩,0.00,福建,多云,34,1.0,四线城市,2026-07-22
七台河,0.00,黑龙江,小雨,31,1.0,五线城市,2026-07-22
万宁,0.00,海南,多云,33,1.0,五线城市,2026-07-22
东方,0.00,海南,多云,33,1.0,五线城市,2026-07-22
中卫,0.00,宁夏,晴,34,1.0,五线城市,2026-07-22
临夏回族自治州,0.00,甘肃,晴,31,1.0,五线城市,2026-07-22
乌兰察布,0.00,内蒙古,多云,26,1.0,五线城市,2026-07-22
仙桃,0.00,湖北,中雨,31,1.0,五线城市,2026-07-22
伊春,0.00,黑龙江,小雨,28,1.0,五线城市,2026-07-22
佳木斯,0.00,黑龙江,小雨,31,1.0,五线城市,2026-07-22
儋州,0.00,海南,雷阵雨,35,1.0,五线城市,2026-07-22
凉山彝族自治州,0.00,四川,多云,32,1.0,五线城市,2026-07-22
吴忠,0.00,宁夏,晴,34,1.0,五线城市,2026-07-22
四平,0.00,吉林,阴,29,1.0,五线城市,2026-07-22
固原,0.00,宁夏,晴,29,1.0,五线城市,2026-07-22
天水,0.00,甘肃,晴,35,1.0,五线城市,2026-07-22
安康,0.00,陕西,晴,40,1.0,五线城市,2026-07-22
崇左,0.00,广西,阵雨,33,1.0,五线城市,2026-07-22
巴中,0.00,四川,晴,39,1.0,五线城市,2026-07-22
广元,0.00,四川,晴,37,1.0,五线城市,2026-07-22
广安,0.00,四川,晴,40,1.0,五线城市,2026-07-22
庆阳,0.00,甘肃,晴,30,1.0,五线城市,2026-07-22
延安,0.00,陕西,小雨,27,1.0,五线城市,2026-07-22
延边,0.00,吉林,晴,32,1.0,五线城市,2026-07-22
张家界,0.00,湖南,晴,36,1.0,五线城市,2026-07-22
德宏傣族景颇族自治州,0.00,云南,小雨,30,1.0,五线城市,2026-07-22
忻州,0.00,山西,小雨,29,1.0,五线城市,2026-07-22
恩施土家族苗族自治州,0.00,湖北,晴,37,1.0,五线城市,2026-07-22
抚顺,0.00,辽宁,多云,32,1.0,五线城市,2026-07-22
文山壮族苗族自治州,0.00,云南,小雨,30,1.0,五线城市,2026-07-22
普洱,0.00,云南,小雨,28,1.0,五线城市,2026-07-22
朝阳,0.00,辽宁,多云,31,1.0,五线城市,2026-07-22
本溪,0.00,辽宁,多云,31,1.0,五线城市,2026-07-22
来宾,0.00,广西,阵雨,31,1.0,五线城市,2026-07-22
松原,0.00,吉林,多云,31,1.0,五线城市,2026-07-22
楚雄彝族自治州,0.00,云南,小雨,29,1.0,五线城市,2026-07-22
池州,0.00,安徽,小雨,30,1.0,五线城市,2026-07-22
济源,0.00,河南,多云,33,1.0,五线城市,2026-07-22
湘西土家族苗族自治州,0.00,湖南,晴,35,1.0,五线城市,2026-07-22
潜江,0.00,湖北,阵雨,31,1.0,五线城市,2026-07-22
玉溪,0.00,云南,小雨,28,1.0,五线城市,2026-07-22
白城,0.00,吉林,多云,33,1.0,五线城市,2026-07-22
石嘴山,0.00,宁夏,晴,34,1.0,五线城市,2026-07-22
绥化,0.00,黑龙江,小雨,28,1.0,五线城市,2026-07-22
荆门,0.00,湖北,阴,31,1.0,五线城市,2026-07-22
萍乡,0.00,江西,阵雨,32,1.0,五线城市,2026-07-22
葫芦岛,0.00,辽宁,阴,29,1.0,五线城市,2026-07-22
西双版纳傣族自治州,0.00,云南,阵雨,33,1.0,五线城市,2026-07-22
贺州,0.00,广西,中雨,31,1.0,五线城市,2026-07-22
资阳,0.00,四川,晴,40,1.0,五线城市,2026-07-22
辽源,0.00,吉林,阴,30,1.0,五线城市,2026-07-22
辽阳,0.00,辽宁,多云,33,0.75,五线城市,2026-07-22
通化,0.00,吉林,多云,29,1.0,五线城市,2026-07-22
通辽,0.00,内蒙古,小雨,32,1.0,五线城市,2026-07-22
遂宁,0.00,四川,晴,40,1.0,五线城市,2026-07-22
金昌,0.00,甘肃,晴,37,1.0,五线城市,2026-07-22
钦州,0.00,广西,中雨,30,1.0,五线城市,2026-07-22
铁岭,0.00,辽宁,多云,32,1.0,五线城市,2026-07-22
铜仁,0.00,贵州,多云,35,1.0,五线城市,2026-07-22
阜新,0.00,辽宁,多云,31,1.0,五线城市,2026-07-22
防城港,0.00,广西,阵雨,31,1.0,五线城市,2026-07-22
陇南,0.00,甘肃,多云,35,1.0,五线城市,2026-07-22
随州,0.00,湖北,阴,33,1.0,五线城市,2026-07-22
雅安,0.00,四川,晴,35,1.0,五线城市,2026-07-22
鹤壁,0.00,河南,小雨,33,1.0,五线城市,2026-07-22
鹰潭,0.00,江西,多云,35,1.0,五线城市,2026-07-22
三门峡,,河南,多云,33,,,2026-07-22
兴安,,内蒙古,雷阵雨,29,,,2026-07-22
北海,,广西,中雨,30,,,2026-07-22
吕梁,,山西,小雨,28,,,2026-07-22
呼伦贝尔,,内蒙古,小雨,24,,,2026-07-22
呼和浩特,,内蒙古,小雨,29,,,2026-07-22
商洛,,陕西,小雨,34,,,2026-07-22
大连,,辽宁,晴,30,,,2026-07-22
宁波,,浙江,多云,35,,,2026-07-22
安阳,,河南,小雨,32,,,2026-07-22
定西,,甘肃,晴,30,,,2026-07-22
怒江傈僳族自治州,,云南,小雨,32,,,2026-07-22
成都,,四川,多云,39,,,2026-07-22
拉萨,,西藏,小雨,22,,,2026-07-22
朔州,,山西,小雨,27,,,2026-07-22
河池,,广西,阵雨,31,,,2026-07-22
泰州,,江苏,大雨,29,,,2026-07-22
潍坊,,山东,晴,33,,,2026-07-22
绍兴,,浙江,小雨,35,,,2026-07-22
襄阳,,湖北,晴,34,,,2026-07-22
贵港,,广西,中雨,30,,,2026-07-22
重庆,,重庆,晴,40,,,2026-07-22
阳江,,广东,雷阵雨,31,,,2026-07-22
阳泉,,山西,小雨,28,,,2026-07-22
鸡西,,黑龙江,阵雨,31,,,2026-07-22
鹤岗,,黑龙江,小雨,30,,,2026-07-22
黔西南布依族苗族自治州,,贵州,多云,30,,,2026-07-22
